Category,Procuct,Country,Date,Month,Year,Verified,Helpful,Title,Body,Rating,,,
Vitamin C,B086PHR52V,United States ,August 8,August,2020,yes,-,Great for zinc deficiency,"No other supplement combats zinc deficiency like this one. And thanks to its antioxidants, I’m finally healthy as a horse. Highly recommend!",5,,,
Vitamin C,B086PHR52V,United States ,July 31,July,2020,yes,-,Incredible price for this quality,"No price on health and these elderberry capsules restore your health in the best way possible! I used to take ginger with my tea, and now only with elderberry pills",5,,,
Vitamin C,B086PHR52V,United States ,July 14,July,2020,yes,-,Best buy ever,No regrets getting this vitamin!! recommend to all,5,,,
Vitamin C,B086PHR52V,United States ,September 28,September,2020,yes,-,Not what I expected,No where when ordering did I see the capsules are made of bovine. I cannot have anything to do with beef so this was a wasted buy for me.  Just know that the capsules are not vegan.,2,,,
Vitamin C,B086PHR52V,United States ,August 1,August,2020,yes,-,Immunity boosting pills that work,"Not a single cough, sneeze, or stomach pain since I started using it! Elderberry magic pills",5,,,
Vitamin C,B086PHR52V,United States ,October 13,October,2020,-,-,Health,Not for sure. Hoping for healthy benefits.,5,,,
Vitamin C,B086PHR52V,United States ,August 21,August,2020,yes,yes,Make it better,Not working,1,,,
Vitamin C,B086PHR52V,United States ,July 10,July,2020,yes,-,LOVING THIS,Nothing bad to say. Highly recommend for anyone looking to protect against corona. Everything in here protects against the flu...trust me,5,,,
Vitamin C,B086PHR52V,United States ,August 12,August,2020,yes,-,"Good price, superb immune capsules","Nothing comes for free, but this supplement is really affordable! I used to take only vitamin C which is cheaper than this, but with these pills I can actaully tell a difference.",5,,,
Vitamin C,B086PHR52V,United States ,May 22,May,2020,yes,-,Good product,Notice a difference in taking it.,5,,,
Vitamin C,B086PHR52V,United States ,August 6,August,2020,yes,-,Shining like a diamond!,OH. MY.GOD! What is happening to my skin,5,,,
Vitamin C,B086PHR52V,United States ,July 11,July,2020,yes,yes,1000mg elderberry + more,Ok main ingredient is elderberry but did you see all the other stuff? 5000IU of vitamin D like how can you go wrong? I hate taking so many pills so this product is a godsend. The cough i had last week is gone by the way so something is working,5,,,
Vitamin C,B086PHR52V,United States ,June 30,June,2020,yes,-,Fantastic product!!,"Okay so i know this is for immune health, but i feel more energy with it too. I don't know if its because my immune system is working better or if there's something in it that will boost energy. Either way...very pleased and no flu symptoms with this!!",5,,,
Vitamin C,B086PHR52V,United States ,July 30,July,2020,yes,-,WORKING!,"Okay these are working great but how long do I take them for? Someone told me until this corona business blows over, so i guess to protect myself i'll continue taking. A little (in this case a lot!) elderberry never hurt nobody",5,,,
Vitamin C,B086PHR52V,United States ,July 7,July,2020,yes,-,Quality,On time. Great product,3,,,
Vitamin C,B086PHR52V,United States ,July 1,July,2020,yes,-,"So far, so good","Only been taking for about 2 weeks, but I do feel like I have more energy.",5,,,
Vitamin C,B086PHR52V,United States ,July 23,July,2020,yes,yes,"Elderberry, Vitamin C, Zinc, Vitamin D and Ginger",Oone hell of an immune support supplement. Works great!,5,,,
Vitamin C,B086PHR52V,United States ,July 21,July,2020,yes,-,Perfect,"Ordered Sunday got the product Monday! Great value for the price, super fast shipping",5,,,
Vitamin C,B086PHR52V,United States ,July 31,July,2020,yes,-,well HELLO IMMUNITY,Ordered the second batch of these elderberry capsules because my gut is loving it!! Oil of oregano hurt my stomach so I thought I'd give these a shot because of the ginger. Tummy is happy and no virus as of yet,5,,,
Vitamin C,B086PHR52V,United States ,July 11,July,2020,yes,-,Don't take anything else,"Other than my daily greens powder to get my daily nutrients, this is the only supplement i take. You really don't need anything else with the dosages they give you. Really impressed with Viva this time around",5,,,
Vitamin C,B086PHR52V,United States ,August 30,August,2020,yes,-,Outstanding product,Outstanding product,5,,,
Vitamin C,B086PHR52V,United States ,October 15,October,2020,yes,-,Excellent,Overall it is good,5,,,
Vitamin C,B086PHR52V,United States ,September 19,September,2020,yes,-,TAKE CARE OF YOUR IMMUNE SYSTEM ... THIS PRODUCT WILL HELP YOU,PILLS WERE RELATIVELY EASY TO SWALLOW,5,,,
Vitamin C,B086PHR52V,United States ,August 19,August,2020,yes,-,El producto es muy bueno,Para subir el sistema inmunológico,5,,,
Vitamin C,B086PHR52V,United States ,July 26,July,2020,yes,-,Good for you,Perfect,5,,,
Vitamin C,B086PHR52V,United States ,August 21,August,2020,yes,-,Great way to get Elderberry,Perfect,5,,,
Vitamin C,B086PHR52V,United States ,July 25,July,2020,yes,-,Saved me from getting sick!,"Perfect combo of ingredietns: zinc, elderberry, vitamins c & d and ginger. You don't taste the ginger by the way. The pills are purple (from the high concentration of elderberry) and you only take 2 caps a day, but sometimes i take 1..whatever works for you",5,,,
Vitamin C,B086PHR52V,United States ,June 10,June,2020,yes,yes,Feel safe with these ingredients,"Perfect for essential workers like us who have to be with a lot of people everyday! These elderberry capsules have Vitamin D, Vitamin C, Elderberry, ginger and zinc! A total immune boost package.",5,,,
Vitamin C,B086PHR52V,United States ,November 5,November,2020,yes,-,Best Wellness Supplement,"Perfect for what we needed, no side effects.",5,,,
Vitamin C,B086PHR52V,United States ,July 13,July,2020,yes,-,Perfect vitamin combo for immune system,Perfect vitamin combo for immune system,5,,,
Vitamin C,B086PHR52V,United States ,June 5,June,2020,yes,yes,Ditch the gummies - boost immune health!,"Personally, I feel elderberry gummies are candies in disguise. These elderberry capsules for adults are the perfect replacement, and you get such high doses of immune-boosting vitamins too. For protection against covid, I’ve been taking a zinc supplement and vitamin C, but I’m afraid it’s not enough. With this product, you get 5000 IU of vitamin D3 and 800mg of vitamin C, which is more than you get in any other supplement. For complete immunity support, this is truly an outstanding formula. Hopefully they launch one for kids too!",5,,,
Vitamin C,B086PHR52V,United States ,June 11,June,2020,yes,-,LOVE this formula!,Please give these a try! These have definitely helped my immune system in a huge way and I look forward to continuing to use these.,5,,,
Vitamin C,B086PHR52V,United States ,July 7,July,2020,yes,-,Stay safe,Please more than ever before it is important to take care of your body and your health. I bought these elderberry capsules for me and my hubby as a precaution. Just trying to stay safe and healthy,5,,,
Vitamin C,B086PHR52V,United States ,July 25,July,2020,yes,-,Don’t ruin it!,"Please, please, please, never change this formula!!! Don’t “upgrade it” or “add more ingredients” to make it better! Leave it just as it is FOREVER! I get 800mg per serving so i don't take Emergen-C anymore",5,,,
Vitamin C,B086PHR52V,United States ,August 11,August,2020,yes,-,Good,Product great,5,,,
Vitamin C,B086PHR52V,United States ,August 16,August,2020,yes,-,will buy again,Purchase to boost my immune system.,5,,,
Vitamin C,B086PHR52V,United States ,August 6,August,2020,-,yes,Why the change?,Purchased a bottle of the Immune Support Supplement in June 2020 and the Vitamin C listed as 800mg. Thought the supplement was ok so I bought it again in August 2020 thinking it was the same thing I bought previously through the ‘buy it again’ option. To my surprise this batch the Vitamin C is 400mg. Don’t know why they changed it but I will not purchase again.,3,,,
Vitamin C,B086PHR52V,United States ,August 28,August,2020,yes,-,Quality,Purchased this for a elderly parent.She's loving it and takes this with her viatiams.Arrived on time and was packaged well.Thanks so much for the Company that makes this.,5,,,
Vitamin C,B086PHR52V,United States ,September 30,September,2020,yes,-,Good Quality,Quality for a decent price.,4,,,
Vitamin C,B086PHR52V,United States ,July 12,July,2020,yes,-,5. Ingredientes muy buenos,Que es fácil de tragar y espero que sí fortalezca el sistema inmune,5,,,
Vitamin C,B086PHR52V,United States ,August 6,August,2020,yes,-,Save some more for me!,"Really can’t spot the difference between people actually complaining and spammers. For me, this is the best combo of vitamins so far. Haters be gone!",5,,,
Vitamin C,B086PHR52V,United States ,September 17,September,2020,yes,yes,Less vitamin C and different color,"Received my 2nd one today, it has less vitamin C and the powder inside the capsules has lighter color, hope it doesn't mean less quality elderberry???",2,,,
Vitamin C,B086PHR52V,United States ,June 19,June,2020,yes,-,Keeps me healthy,"Recently, I started taking vitamin C and zinc in two separate supplements...annoying. This elderberry formula has 800mg vitamin C and 10mg zinc so when i finish the other two bottles i can just start taking 1 supplement thankfully",5,,,
Vitamin C,B086PHR52V,United States ,August 15,August,2020,yes,-,My new favorite supplement!!,"Reduced my fever overnight, kept my energy up even while I was sick, and eliminated my cough. Swearing by this elderberry supplement and suggest everyone to take it as well",5,,,
Vitamin C,B086PHR52V,United States ,August 6,August,2020,yes,-,Helped with my allergies,"Seasonal allergies have been a real problem for me over a number of years. Elderberry pills helped with the symptoms, there are practically none.",5,,,
Vitamin C,B086PHR52V,United States ,May 29,May,2020,yes,-,Surprised,Seem to feel more energized.in just a few days,5,,,
Vitamin C,B086PHR52V,United States ,September 23,September,2020,yes,-,OK,Seems to be what I ordered.,5,,,
Vitamin C,B086PHR52V,United States ,August 16,August,2020,yes,-,Immune boost,Seems to work,5,,,
Vitamin C,B086PHR52V,United States ,October 2,October,2020,-,-,Service  was fast,Service was fast,5,,,
Vitamin C,B086PHR52V,United States ,August 4,August,2020,yes,-,Amazing product,"Simply the best! Gives results, totally affordable",5,,,
Vitamin C,B086PHR52V,United States ,August 27,August,2020,yes,-,I feel more energized!,Since I started taking these I feel energy and able to do more things like exercise! What better than to have some of the best supplements in the market in just 2 pills.,5,,,
