,Category,Subcat,name,price,price_cat,stars,stars_cat,sales,sales_cat
3193,Writing & Translation,Resume Writing,provide resume and linkedin profile for top level executives,120,Medium,5,Five,92,Moderate
3194,Lifestyle,Fitness Lessons,create a custom yoga or barre class video for you,20,Low,5,Five,2,Low
3195,Lifestyle,Collectibles,change all your pictures into sketches or draws,5,Very Low,5,Five,1,Low
3196,Programming & Tech,Development for StreamersNew,"fully setup your twitch, youtube livestream, obs, xsplit",10,Very Low,5,Five,1,Low
3197,Programming & Tech,Web Programming,build and design a responsive website and host it for free,35,Low,5,Five,13,Low
3198,Programming & Tech,Support & IT,do literally anything in sccm intune and microsoft365 ems,25,Low,4.8,Four+,6,Low
3199,Digital Marketing,Local SEO,do 350 google maps citations for local business SEO,5,Very Low,5,Five,1k+,Huge
3200,Programming & Tech,Convert Files,design and develop fillable PDF form,5,Very Low,5,Five,83,Moderate
3201,Business,Business Plans,write your amazing professional business bio,40,Low,5,Five,78,Moderate
3202,Video & Animation,Slideshows Videos,make a photo slideshow for you,10,Very Low,nul,No Star,nul,No Sale
3203,Writing & Translation,Social Media Copy,write a series of posts for facebook or instagram,90,Medium,5,Five,12,Low
3204,Writing & Translation,Website Content,write SEO legal blog posts that raise your rankings,65,Medium,5,Five,81,Moderate
3205,Writing & Translation,Book & eBook Writing,"ghostwrite your nonfiction book, kindle ebook, paperback",10,Very Low,4.9,Four+,83,Moderate
3206,Writing & Translation,Brand Voice & Tone,translate from english to arabic w voices,5,Very Low,nul,No Star,nul,No Sale
3207,Video & Animation,3D Product Animation,provide 3d animation for commercial use,20,Low,5,Five,2,Low
3208,Business,Flyer Distribution,"do classified ad posting on top usa, uk, canada ad sites",10,Very Low,5,Five,3,Low
3209,Writing & Translation,Translation,"translate your amazon listing into english, french, spanish, german or italian",15,Low,4.9,Four+,142,Moderate
3210,Lifestyle,Celebrity Impersonators,record my impersonation of donald trump,10,Very Low,5,Five,306,Huge
3211,Video & Animation,Character Animation,"create 2d 3d animation, character animation and cartoon music video",300,High,5,Five,6,Low
3212,Programming & Tech,User Testing,do all type of networking tasks and reports,10,Very Low,5,Five,28,Low
3213,Video & Animation,App & Website Previews,create a playful mobile app promo video,50,Low,5,Five,402,Huge
3214,Writing & Translation,Proofreading & Editing,edit and proofread your greek text,5,Very Low,5,Five,34,Low
3215,Lifestyle,Online Lessons,be your personal acting and public speaking coach,15,Low,5,Five,7,Low
3216,Music & Audio,Singers & Vocalists,"write, sing your edm song or provide any female vocals",170,Medium,4.9,Four+,116,Moderate
3217,Programming & Tech,Desktop Applications,"setup the perfect discord server for growth and success, with a custom bot",95,Medium,5,Five,203,Huge
3218,Writing & Translation,Technical Writing,assist you in mechanical engineering projects,10,Very Low,5,Five,9,Low
3219,Writing & Translation,Product Descriptions,write engaging product descriptions,125,Medium,5,Five,353,Huge
3220,Music & Audio,Session Musicians,record drums for your song,100,Medium,4.9,Four+,69,Moderate
3221,Digital Marketing,Influencer Marketing,research instagram influencers for your brand,25,Low,5,Five,36,Low
3222,Music & Audio,Voice Over,"narrate, add music and convert your powerpoint to video",20,Low,5,Five,32,Low
3223,Lifestyle,Personal StylistsNew,create style boards or be your personal stylist,15,Low,5,Five,9,Low
3224,Writing & Translation,Beta Reading,"be your beta reader, I am a published author",100,Medium,4.9,Four+,111,Moderate
3225,Digital Marketing,Local SEO,rank your business with local citations up to 500 directories,75,Medium,4.9,Four+,85,Moderate
3226,Writing & Translation,Book & eBook Writing,ghostwriter self help and wellness ebook for you,5,Very Low,5,Five,6,Low
3227,Lifestyle,Craft Lessons,teach you how to paint miniatures,15,Low,nul,No Star,nul,No Sale
3228,Programming & Tech,Website Builders & CMS,build and fix your funnel using clickfunnels,15,Low,5,Five,25,Low
3229,Writing & Translation,Grant Writing,proofread your grant proposal,10,Very Low,5,Five,1,Low
3230,Music & Audio,Podcast EditingNew,edit your audio on adobe audition,10,Very Low,5,Five,8,Low
3231,Writing & Translation,Product Descriptions,write top amazon listing and SEO product descriptions,50,Low,5,Five,1k+,Huge
3232,Lifestyle,Online Lessons,tutor you in math or other subjects,15,Low,5,Five,6,Low
3233,Video & Animation,Article to VideoNew,convert your blog post or article into slideshow video with voice over,5,Very Low,5,Five,21,Low
3234,Video & Animation,Article to VideoNew,"convert article, text or script to video with voiceover in 24 hours",5,Very Low,4.8,Four+,4,Low
3235,Business,Virtual Assistant,do real estate skip tracing in bulk,25,Low,4.9,Four+,94,Moderate
3236,Video & Animation,Local PhotographyBeta,create professional creative content for social media,881,High,5,Five,2,Low
3237,Writing & Translation,Legal Writing,be your lawyer and draft strong agreements and contracts,75,Medium,5,Five,19,Low
3238,Writing & Translation,Legal Writing,file your trademark application in US for in use application,140,Medium,5,Five,95,Moderate
3239,Writing & Translation,Beta Reading,beta read your novel or novella,55,Medium,5,Five,115,Moderate
3240,Music & Audio,Music TranscriptionNew,make a digital copy of your handwritten music,15,Low,nul,No Star,nul,No Sale
3241,Video & Animation,Game Trailers,showcase video of geometry dash level,5,Very Low,5,Five,1,Low
3242,Music & Audio,SongwritersNew,Our studio will create custom kids song for children,100,Medium,5,Five,1,Low
3243,Music & Audio,Dialogue Editing,"clean, repair and fix damaged, noisy audio",20,Low,5,Five,4,Low
3244,Writing & Translation,Brand Voice & Tone,"write engaging mission, vision and brand story",5,Very Low,5,Five,2,Low
3245,Video & Animation,Intros & Outros,make a cute or cool bumper video,10,Very Low,5,Five,4,Low
3246,Programming & Tech,Mobile Apps,"develop an ios, android, web app with flutter bloc, firebase",796,High,5,Five,44,Low
3247,Video & Animation,Visual Effects,do vfx compositing for your shots,150,Medium,4.9,Four+,55,Moderate
3248,Video & Animation,Animation for Streamers,provide you epic twitch stream package,5,Very Low,5,Five,22,Low
3249,Video & Animation,Subtitles & Captions,create subtitles for your light japanese video,15,Low,4.9,Four+,16,Low
3250,Lifestyle,Viral Videos,"shoutout you on my 3,8 million tiktok profile song promotion or duet",150,Medium,4.9,Four+,4,Low
3251,Music & Audio,Audio Ads ProductionNew,"Our studio will record amazing russian, english and ukrainian voice over",100,Medium,nul,No Star,nul,No Sale
3252,Video & Animation,Animated GIFs,convert green screen video into transparent gif,5,Very Low,5,Five,19,Low
3253,Video & Animation,3D Product Animation,"create detailed, professional 3d models, animation, rendering",30,Low,5,Five,14,Low
3254,Video & Animation,Short Video Ads,create a video for your ecomm or amazon store,120,Medium,5,Five,31,Low
3255,Programming & Tech,Online Coding LessonsNew,teach and coach you to pass your psm and csm certification,10,Very Low,5,Five,4,Low
3256,Writing & Translation,Online Language LessonsNew,be your chinese tutor,10,Very Low,5,Five,4,Low
3257,Lifestyle,"Health, Nutrition & Fitness",write health or medical related articles and blogs,20,Low,5,Five,28,Low
3258,Programming & Tech,Game Development,do unity game development and prototyping,200,Medium,5,Five,35,Low
3259,Writing & Translation,Beta Reading,beta read any written material,150,Medium,4.9,Four+,7,Low
3260,Video & Animation,eLearning Video ProductionNew,create online video course for any platform,75,Medium,nul,No Star,nul,No Sale
3261,Digital Marketing,E-Commerce Marketing,write the story of your brand,100,Medium,5,Five,226,Huge
3262,Writing & Translation,Brand Voice & Tone,create your about page that turns viewers into buyers,35,Low,nul,No Star,nul,No Sale
3263,Business,Data Entry,create and format excel spreadsheet or google sheets,25,Low,5,Five,399,Huge
3264,Business,Business Plans,"write business plan, startups, nonprofit, business plan writer",150,Medium,5,Five,14,Low
3265,Music & Audio,Jingles & Intros,write a song to promote your business,30,Low,5,Five,1k+,Huge
3266,Video & Animation,Spokespersons Videos,be your professional video spokesperson,125,Medium,5,Five,150,Moderate
3267,Lifestyle,Traveling,buy products in malaysia and ship to you,10,Very Low,5,Five,9,Low
3268,Programming & Tech,Chatbots,audit your manychat and shopify store chatbot and flows,5,Very Low,5,Five,2,Low
3269,Music & Audio,SongwritersNew,"write a song, melody, lyrics, from UK",35,Low,5,Five,25,Low
3270,Writing & Translation,Online Language LessonsNew,help you learn english on skype or zoom,5,Very Low,5,Five,9,Low
3271,Video & Animation,3D Product Animation,make top quality product rendering,220,High,5,Five,2,Low
3272,Music & Audio,Music TranscriptionNew,transcribe music or proofread,30,Low,5,Five,5,Low
3273,Lifestyle,Arts & Crafts,paint any picture in watercolors by hand,60,Medium,4.9,Four+,6,Low
3274,Video & Animation,Video Editing,provide professional video color correction and editing,25,Low,5,Five,12,Low
3275,Business,Flyer Distribution,"post your ads on top usa,uk,canada ad posting sites",5,Very Low,5,Five,1,Low
3276,Business,Flyer Distribution,do classified ad posting in top classified sites,5,Very Low,5,Five,1,Low
3277,Video & Animation,App & Website Previews,create a stylish mobile app promo video,10,Very Low,5,Five,1,Low
3278,Music & Audio,Online Music LessonsNew,teach you music production and sound engineering,40,Low,5,Five,4,Low
3279,Digital Marketing,Web Traffic,"provide 100,000 USA keyword target,organic traffic,trackable with google adsense",30,Low,4.8,Four+,285,Huge
3280,Digital Marketing,E-Commerce Marketing,add a video to your amazon listing to increase your sales,85,Medium,5,Five,596,Huge
3281,Business,Flyer Distribution,post your ads on top classified sites manually,5,Very Low,5,Five,1,Low
3282,Video & Animation,Screencasting Videos,do a perfect screencast software or website tutorial,100,Medium,5,Five,26,Low
3283,Business,Project ManagementNew,prepare gantt charts and project schedule on ms project,5,Very Low,5,Five,22,Low
3284,Programming & Tech,Website Builders & CMS,"develop a webflow website from figma, sketch, xd",150,Medium,4.9,Four+,59,Moderate
3285,Video & Animation,Subtitles & Captions,add perfectly synced subtitles or captions to your video,5,Very Low,5,Five,41,Low
3286,Writing & Translation,Press Releases,write a newsworthy press release,5,Very Low,4.9,Four+,414,Huge
3287,Digital Marketing,E-Commerce Marketing,add upload amazon videos to listings to boost sales,70,Medium,5,Five,50,Low
3288,Lifestyle,Your Message On...,print your logo tshirt design photo or illustration as stickers,10,Very Low,5,Five,14,Low
3289,Music & Audio,Singers & Vocalists,be your male singer and songwriter,40,Low,5,Five,705,Huge
3290,Programming & Tech,Mobile Apps,"build a mobile app for ios, iphone, ipad, apple watch, appletv",951,High,5,Five,4,Low
3291,Lifestyle,Cooking Lessons,teach you to cook jamaican food and microwave easy recipes,10,Very Low,5,Five,1,Low
3292,Digital Marketing,Music Promotion,"do organic, worldwide, spotify promotional campaign",30,Low,4.9,Four+,110,Moderate
3293,Music & Audio,Audiobook ProductionNew,edit and master 1hr of your audiobook to pass acx standard,10,Very Low,5,Five,88,Moderate
3294,Writing & Translation,Email Copy,write professional forex trading email marketing copy,60,Medium,5,Five,1,Low
3295,Digital Marketing,E-Commerce Marketing,create a shopify one product dropshipping store,280,High,5,Five,3,Low
3296,Lifestyle,Personal StylistsNew,be your personal stylist and image consultant,20,Low,5,Five,29,Low
3297,Video & Animation,Logo Animation,create a custom logo animation intro and or outro,40,Low,4.9,Four+,225,Huge
3298,Business,Lead Generation,do facebook ads lead generation for real estate,40,Low,nul,No Star,nul,No Sale
3299,Programming & Tech,QA,do testing and review website as qa on all platforms,20,Low,5,Five,43,Low
3300,Music & Audio,Audio Ads ProductionNew,create a complete audio ad for you,15,Low,5,Five,11,Low
3301,Business,Lead Generation,do targeted lead generation,15,Low,4.9,Four+,634,Huge
3302,Music & Audio,Producers & Composers,"compose and produce amazing, and exceptional music for you",15,Low,5,Five,527,Huge
3303,Lifestyle,Craft Lessons,teach you basic digital drawing tips,5,Very Low,nul,No Star,nul,No Sale
3304,Programming & Tech,Development for StreamersNew,professionally setup your obs or streamlabs for cheap,10,Very Low,4.8,Four+,10,Low
3305,Writing & Translation,Legal Writing,"draft powerful contracts agreements, terms and conditions, privacy policy",30,Low,4.8,Four+,154,Huge
3306,Video & Animation,Book Trailers,make book promo trailer 3d video,5,Very Low,4.9,Four+,330,Huge
3307,Writing & Translation,Online Language LessonsNew,provide with engaging english and spanish lessons,10,Very Low,5,Five,5,Low
