"","category","amount","gender","city","state","fraud","age"
"351631","health_fitness",22.63,"M","Watertown","MN","0",61
"351654","travel",16.22,"M","Greenwich","NJ","0",55
"351713","shopping_net",9.79,"F","Tomahawk","WI","0",23
"351862","personal_care",62.39,"F","Breesport","NY","0",29
"351935","entertainment",68.48,"M","Hewitt","WI","0",29
"351974","kids_pets",50.57,"M","Fulton","OH","0",15
"352136","home",123.4,"M","Ruckersville","VA","0",45
"352165","misc_pos",2.95,"F","Moro","IL","0",48
"352174","home",154.18,"M","Kensington","MD","0",44
"352380","food_dining",3.26,"M","Newark Valley","NY","0",26
"352479","personal_care",71.3,"M","Nazareth","TX","0",40
"352523","misc_pos",6.57,"M","Woodville","AL","0",41
"352683","grocery_net",69.71,"F","Goodrich","MI","0",35
"352736","gas_transport",32.08,"F","Moro","IL","0",48
"352890","misc_pos",7.13,"F","Fields Landing","CA","0",91
"353030","food_dining",61.72,"F","Santa Monica","CA","0",59
"353114","gas_transport",55.94,"F","Sheffield","MA","0",47
"353396","entertainment",67.19,"M","Morrisdale","PA","0",47
"353400","kids_pets",37.23,"M","Woodville","AL","0",41
"353483","shopping_net",9.45,"M","Monmouth Beach","NJ","0",42
"353548","travel",5.54,"F","Phoenix","AZ","0",39
"353619","personal_care",61.82,"M","Norman","AR","0",54
"353777","home",45.68,"M","Tallmansville","WV","0",53
"353835","health_fitness",9.07,"F","Lomax","IL","0",48
"353916","personal_care",18.67,"F","Bristol","PA","1",35
"353989","shopping_pos",6.86,"F","Plainfield","NJ","0",46
"354014","shopping_net",6.91,"M","Woodville","AL","0",41
"354263","shopping_net",3.56,"F","River","KY","0",89
"354399","misc_pos",5.96,"F","Garrattsville","NY","0",75
"354510","shopping_pos",6.15,"F","San Jose","CA","0",65
"354701","health_fitness",37.75,"F","Sutherland","NE","0",38
"354834","health_fitness",55.51,"M","Romulus","MI","0",49
"354895","home",83.74,"M","Moriarty","NM","0",32
"354933","personal_care",28.42,"F","Walnut Ridge","AR","0",43
"354939","travel",474.56,"M","Mount Saint Joseph","OH","0",46
"355023","personal_care",80.43,"M","Shippingport","PA","0",42
"355076","food_dining",50.37,"M","Harper","TX","0",27
"355232","entertainment",25.84,"F","Westhampton Beach","NY","0",42
"355267","home",65.7,"M","Cord","AR","0",82
"355508","home",2.41,"M","Falmouth","MI","0",65
"355549","health_fitness",33.61,"M","Freedom","WY","0",53
"355755","gas_transport",61.57,"M","Key West","FL","0",33
"356094","shopping_net",1.1,"F","Gardiner","OR","0",64
"356104","gas_transport",40.02,"M","Dallas","TX","0",68
"356177","shopping_pos",2.76,"F","Naples","FL","0",86
"356233","shopping_pos",9.77,"M","Tyaskin","MD","0",55
"356256","shopping_pos",4.2,"M","Springfield Gardens","NY","0",59
"356300","shopping_net",106.12,"M","Montandon","PA","0",46
"356321","misc_pos",4.4,"M","Kirk","CO","0",65
"356392","entertainment",76.34,"F","Thompson","UT","0",33
"356520","shopping_pos",2,"M","Indianapolis","IN","0",33
"356647","home",13.63,"F","Moro","IL","0",48
"356656","personal_care",116.65,"F","Mulberry Grove","IL","0",46
"356850","health_fitness",75.26,"M","Hewitt","WI","0",29
"356928","personal_care",122.45,"F","Issaquah","WA","0",36
"357116","food_dining",137.81,"M","West Harrison","NY","0",43
"357149","entertainment",72.5,"F","Dell City","TX","0",75
"357407","food_dining",224.56,"M","Scarborough","ME","0",87
"357587","shopping_pos",160.17,"M","Kittery Point","ME","0",37
"357695","misc_net",174.85,"F","Mc Cracken","KS","0",59
"357776","misc_pos",42.25,"M","Smock","PA","0",30
"357793","gas_transport",71.95,"M","South Londonderry","VT","0",63
"357909","shopping_pos",7.34,"F","Bailey","NC","0",58
"357978","grocery_pos",87.06,"M","Port Charlotte","FL","0",36
"358128","shopping_net",116.19,"M","West Hartford","VT","0",31
"358164","gas_transport",44.41,"M","Reno","NV","0",23
"358282","food_dining",3.43,"M","Comfrey","MN","0",76
"358442","health_fitness",3.04,"F","Georgetown","MN","0",44
"358452","travel",2.41,"M","Belmond","IA","0",56
"358549","entertainment",63.06,"M","Gretna","LA","0",48
"358651","entertainment",81.34,"M","Hewitt","WI","0",29
"358944","food_dining",90.84,"M","Tickfaw","LA","0",69
"358997","health_fitness",17.81,"M","Timberville","VA","0",58
"359026","health_fitness",122.79,"F","West Sayville","NY","0",30
"359030","shopping_pos",4.2,"F","North Wilkesboro","NC","0",36
"359067","kids_pets",42.16,"F","Manchester","MD","0",56
"359278","entertainment",46.96,"F","Jones","AL","0",49
"359310","food_dining",77.73,"F","Tomahawk","WI","0",23
"359313","shopping_pos",1.76,"F","Florence","MS","0",36
"359331","kids_pets",174.03,"M","Hancock","MD","0",36
"359655","misc_pos",139.87,"F","North Wilkesboro","NC","0",36
"359869","gas_transport",48.65,"M","Rock Tavern","NY","0",83
"360001","misc_net",6.18,"M","Corriganville","MD","0",60
"360025","grocery_pos",176.2,"F","Kingsport","TN","0",33
"360037","shopping_net",9.86,"F","Washington Court House","OH","0",81
"360068","grocery_net",61.51,"F","Florence","MS","0",36
"360072","shopping_pos",5.99,"M","Arcadia","MI","0",54
"360192","gas_transport",54.21,"F","Thompson","UT","0",33
"360457","misc_pos",31.8,"M","Manderson","SD","0",40
"360860","health_fitness",35.01,"F","New York City","NY","0",39
"360903","misc_pos",21.71,"F","Creola","OH","0",41
"360962","kids_pets",14.39,"M","Belgrade","MT","0",45
"360997","misc_pos",5.01,"M","Bronx","NY","0",30
"361028","personal_care",104.74,"F","Coleharbor","ND","0",90
"361030","shopping_pos",132.03,"F","Edisto Island","SC","0",23
"361091","misc_pos",557.14,"M","Winthrop","ME","0",25
"361164","shopping_net",106.36,"M","Belgrade","MT","0",45
"361574","travel",7.75,"F","Deltona","FL","0",32
"361577","food_dining",51.42,"M","Acworth","NH","0",32
"361611","personal_care",23.21,"F","Lakeport","CA","0",48
"361890","home",7.46,"F","Meridian","TX","0",50
"362088","shopping_pos",8.94,"F","Juliette","GA","0",30
"362183","gas_transport",72.19,"M","Elizabeth","NJ","0",40
"362229","shopping_net",88.01,"F","Winger","MN","0",54
"362458","shopping_net",9.27,"M","Halma","MN","0",78
"362483","grocery_net",7.32,"M","Moorhead","MS","0",21
"362683","entertainment",75.44,"M","Dallas","TX","0",68
"362695","misc_pos",7.35,"M","Indian Wells","CA","0",65
"362756","gas_transport",40.14,"F","Catawba","VA","0",80
"362841","gas_transport",42.99,"F","Monitor","WA","0",51
"362954","gas_transport",60.35,"F","Lawn","PA","0",48
"363002","misc_net",52.9,"F","Grover","NC","0",47
"363086","grocery_pos",83.76,"M","Alder","MT","0",31
"363200","gas_transport",60.22,"M","Bay City","MI","0",25
"363279","misc_pos",101.3,"F","Keisterville","PA","0",75
"363361","grocery_pos",91.68,"M","Haw River","NC","0",36
"363450","health_fitness",71.41,"F","Hinesburg","VT","0",22
"363468","personal_care",114.46,"M","Orient","NY","0",52
"363598","food_dining",5.14,"M","Glendale","CA","0",38
"363662","shopping_pos",24.07,"F","Logan","IL","0",44
"363869","personal_care",5.04,"M","Lawrence","MA","0",35
"363886","travel",4394.68,"M","Fairview","NJ","0",53
"363939","shopping_pos",122.07,"M","Sula","MT","0",25
"364034","kids_pets",106.87,"F","Rule","TX","0",66
"364144","kids_pets",11.93,"M","Warren","MI","0",64
"364191","shopping_pos",2.46,"M","Northport","NY","0",44
"364517","entertainment",25.82,"F","San Jose","CA","0",23
"364608","misc_net",7.41,"M","Hudson","NY","0",22
"364789","shopping_net",4.28,"F","Tomahawk","WI","0",23
"364819","kids_pets",52.75,"M","Margaretville","NY","0",42
"364859","kids_pets",63.25,"F","Uledi","PA","0",37
"364977","health_fitness",22.39,"M","Harborcreek","PA","0",74
"365126","kids_pets",36.42,"F","Thrall","TX","0",44
"365558","grocery_pos",100.73,"F","Lanark Village","FL","0",30
"365597","gas_transport",60.45,"F","Prairie Hill","TX","0",64
"365673","misc_net",1.67,"F","Cottekill","NY","0",30
"365773","gas_transport",68.82,"F","Jordanville","NY","0",35
"365893","misc_pos",4.1,"F","Brownville","NY","0",62
"365987","misc_net",3.03,"F","Bay Minette","AL","0",91
"366014","grocery_pos",87.81,"M","Jackson","MS","0",48
"366053","gas_transport",74.93,"M","Moab","UT","0",31
"366064","grocery_pos",94.87,"M","Bolton","NC","0",75
"366213","gas_transport",47.07,"F","Bradley","SC","0",36
"366592","misc_net",428.72,"F","Meridian","ID","0",49
"366964","food_dining",23.67,"F","Brooklyn","NY","0",21
"367002","home",47.51,"F","Jaffrey","NH","0",70
"367049","shopping_net",9.9,"M","Bessemer","AL","0",31
"367103","misc_net",3.63,"M","Leo","IN","0",26
"367217","entertainment",99.12,"F","Hannawa Falls","NY","0",29
"367358","kids_pets",59.27,"M","Webster City","IA","0",57
"367365","shopping_net",1.07,"M","Ballwin","MO","0",19
"367506","health_fitness",51.96,"F","Lithopolis","OH","0",16
"367540","shopping_pos",147.47,"M","Elkhart","IA","0",46
"367546","home",105.88,"M","Falmouth","MI","0",65
"367864","kids_pets",55.84,"M","Hatch","UT","0",59
"368003","entertainment",80.41,"M","Alva","WY","0",47
"368268","misc_pos",30.56,"F","Roosevelt","OK","0",50
"368431","kids_pets",23.33,"M","Huntsville","AL","0",47
"368436","shopping_net",37.9,"F","Walnut Ridge","AR","0",43
"368794","gas_transport",50.86,"M","Dieterich","IL","0",58
"368859","shopping_net",7.1,"F","Dunlevy","PA","0",69
"368949","grocery_pos",242.88,"F","Morrisdale","PA","0",33
"369006","shopping_net",102.44,"M","Montandon","PA","0",46
"369089","grocery_net",86.11,"M","Newark Valley","NY","0",26
"369125","gas_transport",76.41,"F","North Prairie","WI","0",78
"369204","grocery_net",31.16,"M","Espanola","NM","0",48
"369246","misc_pos",37.03,"M","Fenelton","PA","0",44
"369497","home",36.36,"F","Plainfield","NJ","0",46
"369563","shopping_pos",9.69,"F","Lawn","PA","0",48
"369644","kids_pets",48.74,"M","Zaleski","OH","0",42
"369781","kids_pets",84.49,"F","Brandon","VT","0",45
"369800","food_dining",57.95,"M","Oak Hill","NY","0",49
"369969","kids_pets",39.18,"F","Saint Paul","MN","0",49
"370026","shopping_net",7.08,"F","Sunflower","MS","0",34
"370099","personal_care",37.06,"F","Pembroke Township","IL","0",16
"370228","misc_net",29.05,"F","Scotts Mills","OR","0",83
"370266","shopping_pos",3.8,"M","Webster City","IA","0",57
"370272","misc_pos",6.28,"F","Hudson","KS","0",52
"370434","gas_transport",81.99,"M","Denham Springs","LA","0",26
"370441","grocery_pos",66.36,"M","Ozawkie","KS","0",72
"370468","grocery_pos",86.07,"F","Hawley","MN","0",71
"370505","grocery_pos",72.86,"M","Springfield","VA","0",70
"370644","misc_net",3.24,"F","Shenandoah Junction","WV","0",54
"370764","misc_net",3.07,"F","Jones","AL","0",49
"370787","personal_care",78.68,"M","Detroit","MI","0",74
"370874","kids_pets",74.13,"F","East Andover","ME","0",50
"370953","personal_care",12,"F","Rosewood","OH","0",66
"371024","home",33.87,"M","Greenview","CA","0",62
"371068","home",54.79,"F","Brooklyn","NY","0",21
"371113","home",374.29,"M","Woodville","AL","0",41
"371141","shopping_pos",48.23,"F","Juliette","GA","0",30
"371151","personal_care",65.37,"M","Muskegon","MI","0",25
"371513","entertainment",25.13,"M","Matawan","NJ","0",27
"371525","shopping_pos",7.93,"F","Stanchfield","MN","0",25
"371536","entertainment",33.11,"M","Riverton","WY","0",27
"371783","home",23.9,"F","Notrees","TX","0",51
"371811","entertainment",25.29,"F","Blooming Grove","TX","0",42
"371983","grocery_pos",118.92,"F","Falls City","TX","0",53
"372150","grocery_net",44.47,"M","Egan","LA","0",48
"372217","gas_transport",53.81,"F","Eldridge","AL","0",34
"372232","food_dining",68.84,"M","Springfield","VA","0",70
"372277","misc_net",5.68,"F","Mansfield","OH","0",52
"372375","shopping_pos",115.93,"M","Washington","DC","0",50
"372472","shopping_net",5.26,"M","Allentown","NY","0",64
"372569","gas_transport",53.93,"F","Rocky Mount","MO","0",32
"372948","personal_care",67.93,"M","Nelson","NE","0",64
"373039","home",130.91,"M","Minneapolis","MN","0",44
"373052","home",39.88,"F","Lakeland","FL","0",41
"373229","home",63.9,"F","Fort Myers","FL","0",35
"373248","kids_pets",45.34,"M","Mount Perry","OH","0",67
"373282","home",72.7,"F","Thompson","UT","0",33
"373353","home",96.86,"M","Ruckersville","VA","0",45
"373397","kids_pets",5.38,"F","Deane","KY","0",23
"373515","food_dining",9.95,"F","Roosevelt","OK","0",50
"373521","health_fitness",150.17,"F","Cascade Locks","OR","0",84
"373680","kids_pets",264.26,"M","Romulus","MI","0",49
"373730","entertainment",294.31,"M","Fairview","NJ","0",53
"373781","grocery_pos",196.26,"F","Grover","NC","0",47
"373834","grocery_pos",188.97,"F","Indianapolis","IN","0",45
"373876","grocery_net",49.53,"M","Margaretville","NY","0",42
"373877","gas_transport",98.54,"F","Harwood","MD","0",87
"373904","grocery_pos",97.39,"M","Indian Wells","CA","0",65
"374055","grocery_pos",84.68,"M","Wauchula","FL","0",27
"374203","gas_transport",45.58,"M","Hatch","UT","0",59
"374207","grocery_pos",94.03,"M","Shippingport","PA","0",42
"374305","gas_transport",63.91,"F","Ford","VA","0",44
"374332","shopping_net",80.99,"M","Collettsville","NC","0",32
"374378","gas_transport",53.86,"M","Afton","MI","0",62
"374426","misc_pos",1.93,"M","Key West","FL","0",33
"374475","shopping_pos",3.34,"F","Sunflower","MS","0",34
"374532","home",22.09,"M","Riverton","WY","0",27
"374648","kids_pets",20.89,"F","Holstein","NE","0",70
"374671","kids_pets",37.01,"F","Bay City","OR","0",34
"374882","travel",8.82,"F","Waupaca","WI","0",84
"374913","entertainment",76.21,"M","West Green","GA","0",38
"374966","travel",331.17,"F","Port Gibson","NY","0",58
"374976","shopping_pos",6.61,"F","Baroda","MI","0",39
"375062","kids_pets",49.54,"F","Wetmore","MI","0",48
"375170","shopping_pos",12.41,"F","Houston","TX","0",36
"375393","misc_net",147.45,"F","Scotland","MD","0",44
"375707","misc_net",1.25,"F","Dunlevy","PA","0",69
"375730","shopping_net",3.26,"F","May","TX","0",55
"375731","grocery_pos",118.74,"M","Carlisle","IN","0",82
"375766","gas_transport",66.16,"F","Belle Fourche","SD","0",80
"375905","shopping_net",88.25,"M","Collegeville","MN","0",39
"375967","grocery_net",15.92,"F","Allentown","PA","0",22
"375995","gas_transport",59.89,"F","Armagh","PA","0",48
"376027","grocery_pos",132.62,"M","Port Ewen","NY","0",54
"376036","gas_transport",39.29,"F","Thomas","WV","0",39
"376099","shopping_pos",132.41,"M","Avera","GA","0",34
"376278","grocery_net",142.85,"M","Oakland","CA","0",46
"376421","shopping_net",80.12,"M","Alder","MT","0",31
"376436","misc_net",104.89,"M","Leo","IN","0",26
"376441","grocery_net",18.24,"M","Vinton","CA","0",54
"376459","misc_net",87.24,"M","Fort Washakie","WY","0",44
"376477","shopping_pos",132.91,"M","Leetsdale","PA","0",34
"376605","kids_pets",3.93,"F","Plantersville","AL","0",50
"376668","kids_pets",17.24,"M","Burbank","OK","0",79
"376765","entertainment",79.42,"M","Hewitt","WI","0",29
"377020","food_dining",19.01,"F","North Washington","PA","0",66
"377056","shopping_net",72.07,"F","Pembroke Township","IL","0",16
"377141","home",79.63,"F","Ridgeland","MS","0",54
"377151","personal_care",83.12,"M","Port Costa","CA","0",61
"377202","health_fitness",89.47,"F","Paxton","MA","0",94
"377232","shopping_net",4.44,"F","Amanda","OH","0",28
"377253","health_fitness",1.27,"M","Washington","DC","0",50
"377263","home",24.07,"M","Edmond","OK","0",27
"377299","shopping_pos",993.86,"F","Morrisdale","PA","0",33
"377354","shopping_net",2.21,"F","Superior","AZ","0",33
"377484","kids_pets",21.76,"F","Sheffield","MA","0",47
"377528","health_fitness",49.61,"F","Thomas","OK","0",34
"377598","shopping_pos",169.53,"M","Westport","KY","0",24
"377602","home",33.58,"F","Lowell","OR","0",55
"377609","health_fitness",26.89,"F","Blairstown","MO","0",70
"377874","food_dining",60.67,"M","Mount Saint Joseph","OH","0",46
"377942","personal_care",2.58,"M","Mc Nabb","IL","0",64
"378004","home",41.92,"F","West Monroe","LA","0",28
"378006","health_fitness",53.95,"F","Breesport","NY","0",29
"378101","misc_pos",11.44,"M","Lima","OH","0",28
"378224","home",74.38,"M","Alder","MT","0",31
"378509","gas_transport",90.09,"F","Barneveld","NY","0",26
"378560","grocery_net",59.39,"F","Wilmington","NC","0",37
"378563","grocery_pos",216.92,"F","Clearwater","FL","0",41
"378682","misc_pos",226.4,"M","Cecilton","MD","0",51
"378683","grocery_pos",90.53,"M","Monmouth Beach","NJ","0",42
"378816","misc_pos",78.18,"M","Amsterdam","OH","0",59
"378823","shopping_pos",2.29,"F","Darien","GA","0",53
"379220","grocery_pos",77.54,"M","Haw River","NC","0",36
"379224","shopping_net",101.22,"M","Hewitt","WI","0",29
"379325","grocery_pos",151.59,"F","Mound City","MO","0",67
"379343","grocery_net",38.09,"F","Indianapolis","IN","0",45
"379380","gas_transport",55.42,"M","Harrodsburg","IN","0",65
"379538","shopping_pos",2.78,"F","Laramie","WY","0",32
"379601","personal_care",26.07,"F","Saint Louis","MO","0",60
"379685","entertainment",42.97,"F","Bonfield","IL","0",30
"379688","shopping_net",4.22,"F","Smiths Grove","KY","0",21
"380054","shopping_pos",3.17,"F","Littleton","CO","0",45
"380101","kids_pets",25.01,"F","Clay Center","OH","0",55
"380204","entertainment",67.43,"M","Naples","FL","0",41
"380337","entertainment",153.84,"M","Winfield","WV","0",40
"380382","food_dining",9.87,"M","Quanah","TX","0",22
"380384","food_dining",54.86,"M","Ollie","IA","0",51
"380527","kids_pets",27.65,"M","Greenwich","NJ","0",55
"380646","health_fitness",82.55,"M","Tekoa","WA","0",21
"380754","shopping_pos",2.16,"M","Bronx","NY","0",30
"380842","entertainment",20.19,"M","Bowdoin","ME","0",23
"381174","kids_pets",16.43,"M","Mallie","KY","0",94
"381278","personal_care",16.82,"M","Oconto Falls","WI","0",45
"381480","gas_transport",63.89,"M","San Diego","CA","0",61
"381491","misc_net",7.03,"M","Hawthorne","CA","0",25
"381520","grocery_net",49.42,"M","Parker Dam","CA","0",28
"381547","gas_transport",87.27,"F","Gadsden","AL","0",57
"381651","grocery_pos",138.47,"M","High Rolls Mountain Park","NM","0",53
"381824","gas_transport",53.5,"M","Cord","AR","0",82
"381827","grocery_net",55.34,"F","Battle Creek","IA","0",23
"382058","shopping_net",7.03,"F","Bynum","TX","0",74
"382126","misc_pos",12.38,"F","Huntington Beach","CA","0",44
"382197","misc_net",48.65,"F","Houston","TX","0",37
"382380","gas_transport",55.43,"F","Garrattsville","NY","0",75
"382388","grocery_pos",194.94,"F","Jermyn","PA","0",39
"382411","food_dining",59.82,"M","Oakdale","NY","0",67
"382413","food_dining",36.59,"M","Livonia","MI","0",55
"382479","misc_pos",1.79,"M","Bolton","NC","0",75
"382483","shopping_pos",187.31,"F","Albuquerque","NM","0",53
"382542","gas_transport",77.32,"F","Cowlesville","NY","0",37
